date,country,target,model,forecast_value,actual_value,lower_bound,upper_bound,scenario_id,scenario_variant,predictors,engineered_features,unit,result_type,source_notebook,evaluation_start,evaluation_end,frequency,integration_status,status_message,display_target,notebook_target,official_target,output_scale,display_mode,caveat,display_label
2023-07-01,Malaysia,air_pm_25,VAR,14.7566034494583,,,,no2_to_pm25,VAR3_NO2_PM25,air_no2,first_difference_air_no2_predictor,µg/m³,future_forecast,var/varOnly(Brandon).ipynb,,,monthly,official_scale_row_output,Notebook-confirmed VAR future forecast row from VarOnlyFileResults.,PM2.5,air_pm_25,air_pm_25,official_scale,official_scale_row_output,VAR3 forecasts PM2.5 in official target scale while using differenced NO2 as a transformed predictor.,Forecasted PM2.5
2023-08-01,Malaysia,air_pm_25,VAR,14.7698976618991,,,,no2_to_pm25,VAR3_NO2_PM25,air_no2,first_difference_air_no2_predictor,µg/m³,future_forecast,var/varOnly(Brandon).ipynb,,,monthly,official_scale_row_output,Notebook-confirmed VAR future forecast row from VarOnlyFileResults.,PM2.5,air_pm_25,air_pm_25,official_scale,official_scale_row_output,VAR3 forecasts PM2.5 in official target scale while using differenced NO2 as a transformed predictor.,Forecasted PM2.5
2023-09-01,Malaysia,air_pm_25,VAR,14.7762789268913,,,,no2_to_pm25,VAR3_NO2_PM25,air_no2,first_difference_air_no2_predictor,µg/m³,future_forecast,var/varOnly(Brandon).ipynb,,,monthly,official_scale_row_output,Notebook-confirmed VAR future forecast row from VarOnlyFileResults.,PM2.5,air_pm_25,air_pm_25,official_scale,official_scale_row_output,VAR3 forecasts PM2.5 in official target scale while using differenced NO2 as a transformed predictor.,Forecasted PM2.5
2023-10-01,Malaysia,air_pm_25,VAR,14.7793419680699,,,,no2_to_pm25,VAR3_NO2_PM25,air_no2,first_difference_air_no2_predictor,µg/m³,future_forecast,var/varOnly(Brandon).ipynb,,,monthly,official_scale_row_output,Notebook-confirmed VAR future forecast row from VarOnlyFileResults.,PM2.5,air_pm_25,air_pm_25,official_scale,official_scale_row_output,VAR3 forecasts PM2.5 in official target scale while using differenced NO2 as a transformed predictor.,Forecasted PM2.5
2023-11-01,Malaysia,air_pm_25,VAR,14.780812242794,,,,no2_to_pm25,VAR3_NO2_PM25,air_no2,first_difference_air_no2_predictor,µg/m³,future_forecast,var/varOnly(Brandon).ipynb,,,monthly,official_scale_row_output,Notebook-confirmed VAR future forecast row from VarOnlyFileResults.,PM2.5,air_pm_25,air_pm_25,official_scale,official_scale_row_output,VAR3 forecasts PM2.5 in official target scale while using differenced NO2 as a transformed predictor.,Forecasted PM2.5
2023-12-01,Malaysia,air_pm_25,VAR,14.7815179819791,,,,no2_to_pm25,VAR3_NO2_PM25,air_no2,first_difference_air_no2_predictor,µg/m³,future_forecast,var/varOnly(Brandon).ipynb,,,monthly,official_scale_row_output,Notebook-confirmed VAR future forecast row from VarOnlyFileResults.,PM2.5,air_pm_25,air_pm_25,official_scale,official_scale_row_output,VAR3 forecasts PM2.5 in official target scale while using differenced NO2 as a transformed predictor.,Forecasted PM2.5
2024-01-01,Malaysia,air_pm_25,VAR,14.7818567402863,,,,no2_to_pm25,VAR3_NO2_PM25,air_no2,first_difference_air_no2_predictor,µg/m³,future_forecast,var/varOnly(Brandon).ipynb,,,monthly,official_scale_row_output,Notebook-confirmed VAR future forecast row from VarOnlyFileResults.,PM2.5,air_pm_25,air_pm_25,official_scale,official_scale_row_output,VAR3 forecasts PM2.5 in official target scale while using differenced NO2 as a transformed predictor.,Forecasted PM2.5
2024-02-01,Malaysia,air_pm_25,VAR,14.7820193459545,,,,no2_to_pm25,VAR3_NO2_PM25,air_no2,first_difference_air_no2_predictor,µg/m³,future_forecast,var/varOnly(Brandon).ipynb,,,monthly,official_scale_row_output,Notebook-confirmed VAR future forecast row from VarOnlyFileResults.,PM2.5,air_pm_25,air_pm_25,official_scale,official_scale_row_output,VAR3 forecasts PM2.5 in official target scale while using differenced NO2 as a transformed predictor.,Forecasted PM2.5
2024-03-01,Malaysia,air_pm_25,VAR,14.7820973974819,,,,no2_to_pm25,VAR3_NO2_PM25,air_no2,first_difference_air_no2_predictor,µg/m³,future_forecast,var/varOnly(Brandon).ipynb,,,monthly,official_scale_row_output,Notebook-confirmed VAR future forecast row from VarOnlyFileResults.,PM2.5,air_pm_25,air_pm_25,official_scale,official_scale_row_output,VAR3 forecasts PM2.5 in official target scale while using differenced NO2 as a transformed predictor.,Forecasted PM2.5
2024-04-01,Malaysia,air_pm_25,VAR,14.7821348626022,,,,no2_to_pm25,VAR3_NO2_PM25,air_no2,first_difference_air_no2_predictor,µg/m³,future_forecast,var/varOnly(Brandon).ipynb,,,monthly,official_scale_row_output,Notebook-confirmed VAR future forecast row from VarOnlyFileResults.,PM2.5,air_pm_25,air_pm_25,official_scale,official_scale_row_output,VAR3 forecasts PM2.5 in official target scale while using differenced NO2 as a transformed predictor.,Forecasted PM2.5
2024-05-01,Malaysia,air_pm_25,VAR,14.7821528460458,,,,no2_to_pm25,VAR3_NO2_PM25,air_no2,first_difference_air_no2_predictor,µg/m³,future_forecast,var/varOnly(Brandon).ipynb,,,monthly,official_scale_row_output,Notebook-confirmed VAR future forecast row from VarOnlyFileResults.,PM2.5,air_pm_25,air_pm_25,official_scale,official_scale_row_output,VAR3 forecasts PM2.5 in official target scale while using differenced NO2 as a transformed predictor.,Forecasted PM2.5
2024-06-01,Malaysia,air_pm_25,VAR,14.7821614781879,,,,no2_to_pm25,VAR3_NO2_PM25,air_no2,first_difference_air_no2_predictor,µg/m³,future_forecast,var/varOnly(Brandon).ipynb,,,monthly,official_scale_row_output,Notebook-confirmed VAR future forecast row from VarOnlyFileResults.,PM2.5,air_pm_25,air_pm_25,official_scale,official_scale_row_output,VAR3 forecasts PM2.5 in official target scale while using differenced NO2 as a transformed predictor.,Forecasted PM2.5
2024-07-01,Malaysia,air_pm_25,VAR,14.782165621659,,,,no2_to_pm25,VAR3_NO2_PM25,air_no2,first_difference_air_no2_predictor,µg/m³,future_forecast,var/varOnly(Brandon).ipynb,,,monthly,official_scale_row_output,Notebook-confirmed VAR future forecast row from VarOnlyFileResults.,PM2.5,air_pm_25,air_pm_25,official_scale,official_scale_row_output,VAR3 forecasts PM2.5 in official target scale while using differenced NO2 as a transformed predictor.,Forecasted PM2.5
2024-08-01,Malaysia,air_pm_25,VAR,14.7821676105456,,,,no2_to_pm25,VAR3_NO2_PM25,air_no2,first_difference_air_no2_predictor,µg/m³,future_forecast,var/varOnly(Brandon).ipynb,,,monthly,official_scale_row_output,Notebook-confirmed VAR future forecast row from VarOnlyFileResults.,PM2.5,air_pm_25,air_pm_25,official_scale,official_scale_row_output,VAR3 forecasts PM2.5 in official target scale while using differenced NO2 as a transformed predictor.,Forecasted PM2.5
2024-09-01,Malaysia,air_pm_25,VAR,14.7821685652211,,,,no2_to_pm25,VAR3_NO2_PM25,air_no2,first_difference_air_no2_predictor,µg/m³,future_forecast,var/varOnly(Brandon).ipynb,,,monthly,official_scale_row_output,Notebook-confirmed VAR future forecast row from VarOnlyFileResults.,PM2.5,air_pm_25,air_pm_25,official_scale,official_scale_row_output,VAR3 forecasts PM2.5 in official target scale while using differenced NO2 as a transformed predictor.,Forecasted PM2.5
2024-10-01,Malaysia,air_pm_25,VAR,14.78216902347,,,,no2_to_pm25,VAR3_NO2_PM25,air_no2,first_difference_air_no2_predictor,µg/m³,future_forecast,var/varOnly(Brandon).ipynb,,,monthly,official_scale_row_output,Notebook-confirmed VAR future forecast row from VarOnlyFileResults.,PM2.5,air_pm_25,air_pm_25,official_scale,official_scale_row_output,VAR3 forecasts PM2.5 in official target scale while using differenced NO2 as a transformed predictor.,Forecasted PM2.5
2024-11-01,Malaysia,air_pm_25,VAR,14.7821692434318,,,,no2_to_pm25,VAR3_NO2_PM25,air_no2,first_difference_air_no2_predictor,µg/m³,future_forecast,var/varOnly(Brandon).ipynb,,,monthly,official_scale_row_output,Notebook-confirmed VAR future forecast row from VarOnlyFileResults.,PM2.5,air_pm_25,air_pm_25,official_scale,official_scale_row_output,VAR3 forecasts PM2.5 in official target scale while using differenced NO2 as a transformed predictor.,Forecasted PM2.5
2024-12-01,Malaysia,air_pm_25,VAR,14.7821693490146,,,,no2_to_pm25,VAR3_NO2_PM25,air_no2,first_difference_air_no2_predictor,µg/m³,future_forecast,var/varOnly(Brandon).ipynb,,,monthly,official_scale_row_output,Notebook-confirmed VAR future forecast row from VarOnlyFileResults.,PM2.5,air_pm_25,air_pm_25,official_scale,official_scale_row_output,VAR3 forecasts PM2.5 in official target scale while using differenced NO2 as a transformed predictor.,Forecasted PM2.5
